date,SPY,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2000-01-31,87.6767349243164,6.493252277374268,,6.843847274780273,11.18181324005127,17.0369815826416,18.812559127807617,12.397272109985352,,5.550708770751953,20.314241409301758,10.069478034973145
2000-02-29,86.34171295166016,5.840881824493408,,6.554121494293213,9.98483657836914,16.097017288208008,20.78916358947754,10.94662094116211,,4.8760881423950195,18.985960006713867,9.50844955444336
2000-03-31,94.46942138671875,6.4149699211120605,,7.344997406005859,11.765140533447266,18.300071716308594,22.533214569091797,11.321784019470215,,5.368717193603516,20.693748474121094,10.832927703857422
2000-04-30,91.38325500488281,6.216576099395752,,7.259612560272217,11.922364234924316,18.602746963500977,20.463607788085938,11.960330963134766,,5.762788772583008,20.45128059387207,10.628045082092285
2000-05-31,89.94648742675781,6.020399570465088,,8.112066268920898,12.188488960266113,18.524248123168945,18.335865020751953,12.813453674316406,,5.7501420974731445,19.903106689453125,10.054351806640625
2000-06-30,91.50128173828125,5.479830741882324,,7.6288838386535645,11.557398796081543,17.75895118713379,20.161306381225586,13.507648468017578,,5.513055324554443,19.945276260375977,9.49223518371582
2000-07-31,90.27659606933594,5.553765296936035,,7.373672962188721,12.619730949401855,18.070955276489258,19.091617584228516,13.044236183166504,,5.6408257484436035,19.650102615356445,9.661348342895508
2000-08-31,96.17540740966797,5.680783271789551,,8.178933143615723,13.901538848876953,19.860355377197266,21.033336639404297,12.88495922088623,,5.860592842102051,20.345870971679688,9.260725021362305
2000-09-30,90.6711654663086,5.093872547149658,,8.277612686157227,14.160944938659668,19.23111915588379,17.254541397094727,13.404714584350586,,6.580430030822754,19.607938766479492,9.249115943908691
2000-10-31,90.4737319946289,5.573271751403809,,8.08742904663086,14.081308364868164,19.71734619140625,16.26624298095703,14.389769554138184,,7.020415306091309,19.903106689453125,9.155664443969727
2000-11-30,83.7196044921875,5.432286739349365,,7.663235664367676,13.3619384765625,19.04694938659668,12.929280281066895,14.886269569396973,,7.0172038078308105,18.089906692504883,8.928664207458496
2000-12-31,83.02738952636719,6.040280818939209,,8.420440673828125,14.448643684387207,19.71734619140625,11.650300979614258,15.382752418518066,,6.821300506591797,18.38507843017578,9.533995628356934
2001-01-31,86.9847183227539,6.0321807861328125,,8.176505088806152,14.467667579650879,19.875469207763672,13.878044128417969,14.302927017211914,,6.531971454620361,19.717763900756836,10.669336318969727
2001-02-28,78.68746185302734,6.110297679901123,,8.077250480651855,13.49431037902832,18.684328079223633,10.421557426452637,14.389342308044434,,6.667532444000244,19.339874267578125,9.907513618469238
2001-03-31,74.0785903930664,5.77758264541626,,7.812592506408691,13.046957969665527,16.846940994262695,9.227229118347168,13.352282524108887,,6.52571439743042,18.098230361938477,9.743192672729492
2001-04-30,80.62435913085938,6.423379421234131,,8.645438194274902,13.563623428344727,18.82651138305664,10.719205856323242,13.651371002197266,,6.889101028442383,19.437889099121094,10.2158203125
2001-05-31,80.17240905761719,6.670434474945068,,8.56375789642334,14.160426139831543,19.61438751220703,10.280171394348145,13.851799964904785,,6.937407970428467,20.180307388305664,10.459054946899414
2001-06-30,78.03998565673828,6.4117536544799805,,7.746947288513184,14.007519721984863,18.3626766204834,10.481087684631348,13.169233322143555,,6.542542934417725,19.9440860748291,10.354280471801758
2001-07-31,77.4639892578125,6.422701358795166,,7.693577289581299,13.925424575805664,18.364255905151367,9.755561828613281,13.613263130187988,,6.530092716217041,19.553964614868164,10.837964057922363
2001-08-31,72.86788177490234,6.396425247192383,,7.36787748336792,13.004654884338379,17.73386001586914,8.564950942993164,13.678479194641113,,6.297402858734131,18.56141471862793,9.889177322387695
2001-09-30,66.66946411132812,5.60526704788208,,6.6216044425964355,12.21753978729248,15.072183609008789,7.1622633934021,13.618700981140137,,6.189519882202148,15.867339134216309,8.614117622375488
2001-10-31,67.79107666015625,5.791520118713379,,6.927056789398193,12.097867012023926,15.40407657623291,7.943602561950684,13.574763298034668,,5.908937931060791,15.95492172241211,9.095145225524902
2001-11-30,73.07723999023438,6.525742530822754,,6.540212154388428,12.88351058959961,16.94512939453125,9.130488395690918,14.174449920654297,,5.834331512451172,17.805753707885742,10.3063325881958
2001-12-31,73.2374267578125,6.2907938957214355,,6.885794639587402,13.077430725097656,17.712448120117188,8.929572105407715,13.847349166870117,,5.9750189781188965,18.204280853271484,10.757701873779297
2002-01-31,72.76921081542969,6.478064060211182,,6.668158054351807,12.98462963104248,16.59343719482422,8.83283519744873,13.803220748901367,,5.8043413162231445,18.1012020111084,11.128721237182617
2002-02-28,71.4639892578125,6.820880889892578,,6.896041393280029,12.759895324707031,17.00906753540039,7.683155536651611,14.093186378479004,,5.793599605560303,18.933513641357422,11.188995361328125
2002-03-31,73.6307373046875,7.007066249847412,,7.481287479400635,13.558947563171387,17.418302536010742,8.06265926361084,14.279195785522461,,6.053526878356934,20.022981643676758,11.317085266113281
2002-04-30,69.54737091064453,6.698524475097656,,7.236285209655762,13.258356094360352,16.263568878173828,7.087850093841553,13.788236618041992,,5.732212066650391,19.910064697265625,11.014487266540527
2002-05-31,69.13468170166016,7.030629634857178,,7.108968734741211,13.218265533447266,16.334108352661133,6.793918132781982,13.63460922241211,,5.684571743011475,20.187639236450195,10.95790958404541
2002-06-30,63.808677673339844,6.87644100189209,,6.8075642585754395,12.59693717956543,15.295193672180176,5.886077404022217,12.208050727844238,,5.251460552215576,18.7388916015625,10.361922264099121
2002-07-31,58.98503494262695,6.127117156982422,,5.89972448348999,11.600996971130371,14.464461326599121,5.327981472015381,11.722419738769531,,4.521657466888428,18.201873779296875,9.141257286071777
2002-08-31,59.38621139526367,6.094338893890381,,5.988598823547363,11.817410469055176,14.239460945129395,5.283331394195557,11.8159818649292,,4.700948715209961,18.3779354095459,9.417122840881348
2002-09-30,52.92218017578125,5.27182674407959,,5.531153678894043,10.403148651123047,12.548718452453613,4.401535987854004,10.891390800476074,,4.082174301147461,17.1861515045166,8.566862106323242
2002-10-31,57.53363037109375,5.606128692626953,,5.6637773513793945,11.415525436401367,13.215736389160156,5.491688251495361,11.388381958007812,,4.036755084991455,18.24485206604004,9.156482696533203
2002-11-30,61.08232116699219,6.280664443969727,,5.8976874351501465,11.840572357177734,13.906208992004395,6.362321376800537,11.072656631469727,,4.154049396514893,18.808639526367188,9.580259323120117
2002-12-31,57.34510040283203,5.947895050048828,,5.868778705596924,11.132162094116211,13.286722183227539,5.506571292877197,11.04495906829834,,4.238149166107178,18.03428840637207,8.744068145751953
2003-01-31,56.2095832824707,5.693949222564697,,5.75111722946167,11.05642318725586,12.639738082885742,5.390859127044678,10.725236892700195,,4.187867164611816,18.04041862487793,8.472040176391602
2003-02-28,55.451961517333984,5.542914390563965,,5.920190334320068,10.715361595153809,12.445077896118164,5.416975021362305,10.396682739257812,,3.9639170169830322,17.63816261291504,8.434117317199707
2003-03-31,55.3474235534668,5.551975727081299,,5.896413803100586,10.567740440368652,12.529428482055664,5.334900856018066,10.340999603271484,,4.120680332183838,18.21769142150879,8.61994457244873
2003-04-30,60.27254867553711,6.080840110778809,,5.876963138580322,11.949838638305664,13.93861198425293,5.8236212730407715,10.705883026123047,,4.5246076583862305,18.86850929260254,9.642599105834961
2003-05-31,63.57765197753906,6.268972873687744,,6.501039505004883,12.558318138122559,14.316390991210938,6.323535919189453,11.232216835021973,,4.981820583343506,19.258190155029297,10.155305862426758
2003-06-30,64.02359008789062,6.290215969085693,,6.38684606552124,12.553204536437988,14.583436012268066,6.368303298950195,11.288206100463867,,5.006720542907715,20.051219940185547,10.288228034973145
2003-07-31,65.41317749023438,6.822915554046631,,6.190739154815674,13.161177635192871,15.098445892333984,6.5660295486450195,11.322521209716797,,4.711578369140625,19.807069778442383,10.492682456970215
2003-08-31,66.76236724853516,7.012104034423828,,6.585664749145508,13.007065773010254,15.685945510864258,6.8794097900390625,11.513764381408691,,4.805168628692627,19.073467254638672,11.028914451599121
2003-09-30,65.78173065185547,6.661190509796143,,6.417552947998047,13.053300857543945,15.202898979187012,6.819718837738037,11.429397583007812,,4.999204158782959,19.066608428955078,10.488880157470703
2003-10-31,69.56887817382812,7.33427619934082,,6.511552810668945,14.031305313110352,16.200191497802734,7.319633483886719,11.987732887268066,,5.078644752502441,19.25375747680664,11.458413124084473
2003-11-30,70.3286361694336,7.499924182891846,,6.562510013580322,13.979659080505371,16.521181106567383,7.424094200134277,12.128827095031738,,5.090160369873047,19.66634178161621,11.561230659484863
2003-12-31,73.51969909667969,8.187033653259277,,7.388521194458008,14.527066230773926,17.53000831604004,7.603165149688721,12.29250717163086,,5.373458385467529,20.732175827026367,11.991534233093262
2004-01-31,75.32740783691406,7.871054172515869,,7.588726043701172,15.091663360595703,17.79387092590332,7.983741760253906,12.344584465026855,,5.5352582931518555,21.377117156982422,11.955546379089355
2004-02-29,76.34969329833984,8.281423568725586,,7.987421989440918,15.522846221923828,17.662212371826172,7.780861854553223,13.047396659851074,,5.639871597290039,21.60482406616211,12.215201377868652
2004-03-31,75.07520294189453,8.062352180480957,,7.9039106369018555,15.27348804473877,17.3857364654541,7.574222087860107,12.968048095703125,,5.653822422027588,20.652587890625,12.123558044433594
2004-04-30,73.912841796875,7.715821743011475,,8.07275676727295,14.674593925476074,17.439558029174805,7.284928321838379,13.185715675354004,,5.456248760223389,21.347454071044922,12.002168655395508
2004-05-31,75.17849731445312,7.932562828063965,,8.048408508300781,14.925084114074707,17.868946075439453,7.570462703704834,13.111757278442383,,5.521876811981201,21.278276443481445,12.078641891479492
2004-06-30,76.29093933105469,8.29172420501709,,8.516436576843262,14.914645195007324,18.932491302490234,7.777105808258057,13.134511947631836,,5.568749904632568,21.13993263244629,12.09393310546875
2004-07-31,74.10244750976562,8.14082145690918,,8.81381607055664,14.671133041381836,18.442331314086914,7.303714275360107,12.532794952392578,,5.702619552612305,20.06118392944336,11.65042495727539
2004-08-31,74.28300476074219,8.27769660949707,,8.678008079528809,15.148452758789062,18.455568313598633,6.980607509613037,12.755477905273438,,5.934316635131836,20.387208938598633,11.627455711364746
2004-09-30,74.717529296875,8.570103645324707,,9.487415313720703,14.928153038024902,18.786542892456055,7.183489799499512,12.367212295532227,,5.922497272491455,19.970998764038086,11.945228576660156
2004-10-31,75.99525451660156,8.52911376953125,,9.582509994506836,15.088136672973633,19.044960021972656,7.49907922744751,12.499792098999023,,6.26283597946167,19.585451126098633,12.445866584777832
2004-11-30,79.143798828125,9.222940444946289,,10.228792190551758,15.557501792907715,20.240665435791016,7.882298946380615,12.809432029724121,,6.5417680740356445,19.96811294555664,12.967314720153809
2004-12-31,81.3848876953125,9.29170036315918,,9.904288291931152,16.10070037841797,20.63922691345215,7.931143283843994,13.233724594116211,,6.639511585235596,21.004789352416992,13.530945777893066
2005-01-31,79.93599700927734,9.060188293457031,,10.276899337768555,15.85048770904541,20.16241455078125,7.632585525512695,13.443829536437988,,6.844890117645264,20.413225173950195,12.992313385009766
2005-02-28,81.60697937011719,9.773813247680664,,12.001116752624512,15.744357109069824,20.39609146118164,7.644077301025391,13.42656135559082,,6.991700649261475,21.027362823486328,12.923083305358887
2005-03-31,79.80070495605469,9.481449127197266,,11.732913970947266,15.0651216506958,20.315959930419922,7.494646072387695,13.25383186340332,,7.015769958496094,20.838930130004883,12.753854751586914
2005-04-30,78.61316680908203,8.835819244384766,,11.134915351867676,15.172003746032715,19.643470764160156,7.230263710021973,13.170150756835938,,7.28727388381958,21.638303756713867,11.959367752075195
2005-05-31,81.14645385742188,8.779037475585938,,11.445207595825195,15.620119094848633,20.266542434692383,7.732203006744385,13.476566314697266,,7.282427787780762,21.911401748657227,12.698883056640625
2005-06-30,80.9427261352539,8.561375617980957,,12.205846786499023,15.721481323242188,19.68366813659668,7.632585525512695,13.152806282043457,,7.653456687927246,21.72933578491211,12.625703811645508
2005-07-31,84.37893676757812,9.078804016113281,,13.111671447753906,16.06167984008789,20.48492431640625,8.065558433532715,13.640286445617676,,7.889566421508789,22.2872371673584,13.361593246459961
2005-08-31,83.58788299560547,8.698405265808105,,13.94906234741211,15.798730850219727,20.001352310180664,7.988921642303467,13.402095794677734,,7.94090461730957,22.209959030151367,12.92186450958252
2005-09-30,83.90157318115234,8.717425346374512,,14.783696174621582,15.841655731201172,20.25657081604004,8.00808048248291,13.524093627929688,,8.21473217010498,22.020320892333984,12.532280921936035
2005-10-31,82.26592254638672,8.784492492675781,,13.486178398132324,16.419729232788086,20.04656410217285,7.824167728424072,13.527442932128906,,7.747063636779785,21.410545349121094,12.299582481384277
2005-11-30,85.88169860839844,9.457038879394531,,13.687838554382324,17.20238494873047,21.213083267211914,8.318442344665527,13.650053024291992,,7.734744071960449,21.671220779418945,12.790322303771973
2005-12-31,85.26537322998047,9.651469230651855,,13.897784233093262,17.09442710876465,21.186111450195312,8.00808048248291,13.597511291503906,,7.732281684875488,22.347557067871094,12.616440773010254
2006-01-31,87.7757797241211,10.196645736694336,,15.969854354858398,17.358015060424805,21.374469757080078,8.333003997802734,13.689478874206543,,7.990080833435059,22.710859298706055,12.90612506866455
2006-02-28,88.27837371826172,9.978189468383789,,14.496393203735352,17.727447509765625,22.03923797607422,8.352290153503418,13.806836128234863,,8.094460487365723,22.97239112854004,12.999340057373047
2006-03-31,89.3798599243164,10.392608642578125,,15.066944122314453,17.683977127075195,22.9278621673584,8.54132080078125,13.84791088104248,,7.662031650543213,22.604833602905273,13.07313060760498
2006-04-30,90.86884307861328,10.814807891845703,,15.87271785736084,18.548961639404297,23.511058807373047,8.42944622039795,14.056363105773926,,7.842255592346191,21.97686195373535,13.242873191833496
2006-05-31,88.13177490234375,10.378989219665527,,15.43104076385498,17.84983253479004,23.10933494567871,7.881626605987549,14.08585262298584,,7.96995210647583,21.51590347290039,13.021444320678711
2006-06-30,87.97280883789062,10.36284351348877,,15.764384269714355,17.664119720458984,23.020816802978516,7.843047618865967,14.26871109008789,,8.085136413574219,21.44499397277832,12.970940589904785
2006-07-31,88.75736999511719,10.042552947998047,,16.352455139160156,18.1738224029541,21.769001007080078,7.638580799102783,14.57044506072998,,8.54417896270752,22.69781494140625,12.566534042358398
2006-08-31,90.69425964355469,10.344803810119629,,15.521595001220703,18.388080596923828,22.01474952697754,8.174823760986328,15.133810043334961,,8.7789888381958,23.345508575439453,12.81568717956543
2006-09-30,92.73528289794922,10.283049583435059,,14.902623176574707,19.019874572753906,22.758806228637695,8.487311363220215,15.05078411102295,,8.582052230834961,23.623098373413086,13.605957984924316
2006-10-31,96.07870483398438,10.964498519897461,,15.591547966003418,19.5757999420166,23.499649047851562,8.840882301330566,15.394368171691895,,9.10944652557373,23.782339096069336,14.51364517211914
2006-11-30,97.9892349243164,11.441781997680664,,16.928844451904297,19.71392822265625,24.075483322143555,9.09215259552002,15.263258934020996,,9.351245880126953,23.753767013549805,14.6969575881958
2006-12-31,98.74929809570312,11.389476776123047,,16.402883529663086,20.299602508544922,24.000080108642578,8.991645812988281,15.567209243774414,,9.346152305603027,23.918025970458984,14.962194442749023
2007-01-31,100.79296112060547,11.9800386428833,,16.300376892089844,20.645145416259766,24.698585510253906,9.22590446472168,15.963665008544922,,9.397701263427734,24.733089447021484,15.446258544921875
2007-02-28,98.81568908691406,12.300610542297363,,15.966449737548828,20.01598358154297,24.422155380249023,8.97708511352539,15.718076705932617,,9.895964622497559,24.159725189208984,14.984349250793457
2007-03-31,99.56591033935547,12.574909210205078,,16.914901733398438,19.83782196044922,24.567270278930664,9.066507339477539,15.963665008544922,,10.196465492248535,24.11672592163086,14.88648796081543
2007-04-30,104.38871765136719,12.779668807983398,,17.84030532836914,20.69293212890625,25.763154983520508,9.494170188903809,16.494352340698242,,10.755045890808105,25.97654914855957,15.266454696655273
2007-05-31,107.92955017089844,13.534139633178711,,19.228233337402344,21.190553665161133,27.09979248046875,9.97237491607666,16.717084884643555,,10.804105758666992,26.422555923461914,15.725273132324219
2007-06-30,105.89517211914062,13.401775360107422,,19.422483444213867,20.228858947753906,27.037464141845703,9.952936172485352,16.283662796020508,,10.22052001953125,25.401065826416016,15.42331314086914
2007-07-31,103.02164459228516,13.103163719177246,,19.48170280456543,18.495521545410156,27.364011764526367,9.940475463867188,15.917601585388184,,9.880393981933594,24.322948455810547,14.53523063659668
2007-08-31,104.34378814697266,13.013421058654785,,19.716049194335938,18.973365783691406,27.370962142944336,10.131114959716797,16.293128967285156,,10.036397933959961,24.879838943481445,14.625578880310059
2007-09-30,107.87155151367188,13.997323036193848,,21.119295120239258,19.29380989074707,28.523563385009766,10.492937088012695,16.947277069091797,,10.348414421081543,25.566938400268555,14.468453407287598
2007-10-31,109.85368347167969,14.645851135253906,,21.712738037109375,19.102420806884766,28.29789924621582,11.071378707885742,17.303586959838867,,11.11530876159668,26.13508415222168,14.42607307434082
2007-11-30,105.59877014160156,13.907876014709473,,20.798364639282227,17.556325912475586,27.4953556060791,10.237125396728516,17.778657913208008,,11.188624382019043,26.468950271606445,13.638840675354004
2007-12-31,103.85844421386719,13.92457389831543,,22.46291160583496,16.384023666381836,27.327884674072266,10.393058776855469,17.54111671447754,,11.08388900756836,25.627056121826172,12.871285438537598
2008-01-31,98.09696197509766,13.467081069946289,,19.753541946411133,16.653303146362305,25.944091796875,9.105510711669922,16.651601791381836,,10.347804069519043,24.547746658325195,12.915719985961914
2008-02-29,95.5618667602539,13.777215957641602,,21.584152221679688,14.761658668518066,25.418188095092773,8.67470932006836,16.60875129699707,,9.923020362854004,23.89216423034668,12.416218757629395
2008-03-31,94.24077606201172,13.541236877441406,,21.01935386657715,14.213030815124512,26.224559783935547,8.772623062133789,17.05565071105957,,10.010089874267578,22.704830169677734,12.178359985351562
2008-04-30,99.22134399414062,14.307170867919922,,23.268707275390625,15.330062866210938,27.115787506103516,9.323431015014648,17.017610549926758,,10.597853660583496,23.033306121826172,12.484184265136719
2008-05-31,100.72122955322266,15.051102638244629,,24.478395462036133,14.2642822265625,27.355243682861328,9.930633544921875,17.53459358215332,,10.977871894836426,23.47231101989746,12.82556438446045
2008-06-30,91.84393310546875,14.111035346984863,,25.184282302856445,11.671822547912598,23.953441619873047,8.974782943725586,16.463682174682617,,10.81576919555664,22.374786376953125,11.3052339553833
2008-07-31,91.47392272949219,13.717085838317871,,21.232589721679688,12.571502685546875,24.25668716430664,8.780393600463867,16.93699836730957,,10.194530487060547,23.486286163330078,11.36613941192627
2008-08-31,92.88754272460938,13.503066062927246,,21.303936004638672,12.449448585510254,24.92184829711914,8.937536239624023,17.394426345825195,,10.082094192504883,23.97144317626953,12.150975227355957
2008-09-30,83.65576934814453,11.345975875854492,,18.064821243286133,11.560202598571777,21.794227600097656,7.798244953155518,17.060626983642578,,8.896122932434082,22.0896053314209,11.115158081054688
2008-10-31,70.24117279052734,8.857138633728027,,14.716048240661621,9.112667083740234,17.91486358642578,6.563536167144775,15.011012077331543,,7.808073043823242,19.642498016357422,9.187331199645996
2008-11-30,65.3519287109375,7.910599231719971,,14.3953857421875,7.428614139556885,16.442113876342773,6.011646270751953,14.979898452758789,,8.134869575500488,18.40191650390625,8.1918306350708
2008-12-31,65.46075439453125,7.770497798919678,,13.676762580871582,7.346465110778809,16.662677764892578,6.074716567993164,14.855424880981445,,7.840481281280518,19.605571746826172,8.623613357543945
2009-01-31,60.57325744628906,7.283994197845459,,13.503087043762207,5.502782344818115,14.805912017822266,5.8179097175598145,13.902706146240234,,7.925879001617432,19.48729133605957,7.766656398773193
2009-02-28,54.0647087097168,6.699474334716797,,11.836788177490234,4.526097774505615,12.284387588500977,5.595973014831543,12.779194831848145,,6.933091163635254,17.072736740112305,7.061694145202637
2009-03-31,58.15267562866211,7.6817402839660645,,12.219552040100098,5.246700286865234,13.239835739135742,6.1904449462890625,13.243664741516113,,6.987789154052734,17.986549377441406,7.915702819824219
2009-04-30,64.3874740600586,8.932472229003906,,13.242722511291504,6.454229354858398,15.782832145690918,6.870906829833984,13.890344619750977,,7.147937774658203,18.075658798217773,9.432577133178711
2009-05-31,68.15113830566406,9.454428672790527,,14.949409484863281,7.356499671936035,16.312307357788086,7.030228614807129,14.597487449645996,,7.402331352233887,19.30910873413086,9.363731384277344
2009-06-30,67.72395324707031,8.977705001831055,,13.899365425109863,7.188074111938477,15.927891731262207,7.253283977508545,14.51540470123291,,7.712030410766602,19.66793441772461,9.347529411315918
2009-07-31,73.1876449584961,10.186880111694336,,14.717609405517578,7.866033554077148,17.43621063232422,7.882279396057129,15.599921226501465,,8.093613624572754,20.938798904418945,10.278206825256348
2009-08-31,75.89112854003906,10.428255081176758,,14.877522468566895,8.887831687927246,18.268596649169922,8.0103178024292,15.790783882141113,,8.174715995788574,21.502283096313477,10.640206336975098
