regime,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,SPY
Deflationary Bust,1.0451811979951025,-1.4837388237416569,-0.9743315726982674,0.03850595960205717,2.0478177185777735,0.5606758765239246,-0.4801862884435603,0.6743797151645204,1.667668638432513,0.5741276027737713
Goldilocks,0.7921707028210953,0.8580707738750625,0.809014224038722,0.8993327599002227,1.2905234634386185,0.7386080945452437,1.196546150488349,0.9312723630611315,0.8527885976462881,0.9624078791420909
Reflation,0.820274962934156,1.9439706407609534,1.0600639861412076,1.1040544917730402,1.3919705509014944,0.6813422389758463,0.8484446504894928,0.4373556218321394,0.6921808523378988,1.0004684521787535
Stagflation,1.0423382233838585,0.9524922323731456,0.6639057797525018,0.9766692109043514,0.5147156189757421,0.6701040635999271,0.4145127606754105,0.8735939573471718,1.1898451277315178,0.6686796404811142
